Name,Year,min_players,max_players,min_playtime,max_playtime,min_age,category,mechanic,userrated,avg_rate,rank,owned,trading,wanting,wishing,num_comments,num_weights,avg_weight
Heroes of Terrinoth,2018,1,4,30,60,14,"['Adventure', 'Card Game', 'Exploration', 'Fantasy', 'Fighting']","['Action Retrieval', 'Cooperative Game', 'Dice Rolling', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']",2253,7.28813,1407,4278,183,104,948,448,70,2.4857
Le Havre,2008,1,5,30,150,12,"['City Building', 'Economic', 'Industry / Manufacturing', 'Nautical']","['Automatic Resource Growth', 'End Game Bonuses', 'Increase Value of Unchosen Resources', 'Loans', 'Ownership', 'Solo / Solitaire Game', 'Worker Placement']",30643,7.85003,65,35350,393,1765,9480,5864,2006,3.7268
Dwellings of Eldervale,2020,1,5,60,150,14,['Fantasy'],"['Dice Rolling', 'Hand Management', 'Modular Board', 'Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",5719,8.19062,132,7669,43,894,6263,1262,253,3.2648
The Quacks of Quedlinburg,2018,2,4,45,45,10,['Medieval'],"['Catch the Leader', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Dice Rolling', 'Events', 'Market', 'Push Your Luck', 'Simultaneous Action Selection', 'Variable Set-up']",44277,7.83625,61,67734,290,1322,10641,5708,1058,1.9471
Raiders of Scythia,2020,1,4,60,80,12,['Ancient'],"['Contracts', 'Dice Rolling', 'Hand Management', 'Open Drafting', 'Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",4781,7.78753,373,9159,132,376,2413,845,182,2.7198
Advanced Squad Leader: Starter Kit #1,2004,2,2,120,120,13,"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Line of Sight']",2624,7.84363,746,5796,137,122,586,993,379,3.7678
Brass: Birmingham,2018,2,4,60,120,14,"['Economic', 'Industry / Manufacturing', 'Post-Napoleonic', 'Trains', 'Transportation']","['Hand Management', 'Income', 'Loans', 'Market', 'Network and Route Building', 'Tags', 'Tech Trees / Tech Tracks', 'Turn Order: Stat-Based', 'Variable Set-up']",40550,8.60963,1,56167,171,1700,16034,5640,1908,3.8941
Ground Floor,2012,2,6,90,150,12,"['City Building', 'Economic', 'Industry / Manufacturing']",['Worker Placement'],1749,6.99946,1889,2346,187,69,380,590,177,3.7175
Watergate,2019,2,2,30,60,12,"['Card Game', 'Political']","['Action/Event', 'Campaign / Battle Card Driven', 'Connections', 'Hand Management', 'Once-Per-Game Abilities', 'Take That', 'Tug of War']",10784,7.79685,138,19048,272,472,3811,1545,266,2.2594
HEXplore It: The Valley of the Dead King,2017,1,6,60,180,12,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Puzzle', 'Travel']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Modular Board', 'Push Your Luck', 'Role Playing']",1093,7.76352,1859,2706,56,180,851,295,43,3.2558
Warhammer: Invasion,2009,2,2,45,45,13,"['Card Game', 'Collectible Components', 'Fantasy', 'Fighting', 'Mythology']","['Hand Management', 'Variable Player Powers']",5983,7.23725,778,8019,398,81,622,1192,428,2.7336
Unmatched: Cobble & Fog,2020,2,4,20,40,9,"['Card Game', 'Fantasy', 'Fighting', 'Horror', 'Novel-based']","['Action Points', 'Card Play Conflict Resolution', 'Hand Management', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']",6144,8.02168,178,14641,130,284,1956,732,97,1.9691
New Frontiers,2018,2,5,45,75,14,"['Science Fiction', 'Space Exploration']","['Action Drafting', 'Follow', 'Increase Value of Unchosen Resources', 'Open Drafting', 'Race', 'Turn Order: Claim Action', 'Variable Phase Order', 'Variable Player Powers']",3544,7.43089,769,4462,128,346,1830,736,98,2.9388
Rummikub,1977,2,4,60,60,8,"['Abstract Strategy', 'Card Game', ""Children's Game"", 'Number']","['Set Collection', 'Tile Placement']",17326,6.448,1716,36460,388,38,496,3371,846,1.721
World of Warcraft: The Boardgame,2005,2,6,180,180,12,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Video Game Theme']","['Area Movement', 'Dice Rolling', 'Hand Management', 'Team-Based Game', 'Variable Player Powers']",5759,6.70797,1628,9385,346,180,879,1549,620,3.5097
Gingerbread House,2018,2,4,30,30,8,"['Fantasy', 'Humor', 'Mythology', 'Novel-based', 'Puzzle']","['Contracts', 'End Game Bonuses', 'Pattern Building', 'Set Collection', 'Tile Placement']",2589,6.99315,1534,4828,102,86,528,498,57,1.8421
Empires in Arms,1983,2,7,120,12000,14,"['Economic', 'Napoleonic', 'Negotiation', 'Political', 'Wargame']","['Area Movement', 'Dice Rolling', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Secret Unit Deployment', 'Simulation', 'Variable Player Powers', 'Variable Set-up']",1306,7.61105,1766,2281,72,71,405,548,212,4.4057
When I Dream,2016,4,10,20,40,8,"['Deduction', 'Party Game', 'Real-time', 'Word Game']","['Communication Limits', 'Hidden Roles', 'Memory', 'Role Playing', 'Storytelling', 'Team-Based Game']",5380,6.97039,1092,9717,302,130,1528,954,80,1.2
Maximum Apocalypse,2018,1,6,45,90,13,"['Card Game', 'Science Fiction', 'Zombies']","['Action Points', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Hand Management', 'Modular Board', 'Pick-up and Deliver']",2157,7.52839,1250,4427,98,116,992,548,67,2.1194
Santa Maria,2017,1,4,45,90,12,"['Civilization', 'Farming']","['Dice Rolling', 'Network and Route Building', 'Open Drafting', 'Set Collection', 'Tile Placement', 'Variable Player Powers']",6675,7.48498,425,8978,250,328,1585,1135,256,3.0391
Pagan: Fate of Roanoke,2022,2,2,30,60,12,"['Adventure', 'Bluffing', 'Card Game', 'Deduction', 'Fantasy']","['Action Points', 'Area Majority / Influence', 'Deck Construction', 'Deduction', 'Hand Management', 'Turn Order: Claim Action', 'Worker Placement']",1220,8.10522,1269,3041,21,121,1494,275,59,3
Overboss: A Boss Monster Adventure,2021,1,5,20,30,8,"['Abstract Strategy', 'Fantasy', 'Puzzle', 'Video Game Theme']","['Open Drafting', 'Pattern Building', 'Pieces as Map', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement']",1834,7.37189,1507,4748,93,103,879,396,42,2.0238
Incan Gold,2005,3,8,30,30,8,"['Adventure', 'Bluffing', 'Exploration']","['Move Through Deck', 'Push Your Luck', 'Score-and-Reset Game', 'Simultaneous Action Selection']",20459,6.8292,833,26115,393,689,4044,5851,871,1.1114
Atlantis Rising (Second Edition),2019,1,7,60,120,10,"['Ancient', 'Civilization', 'Dice', 'Fantasy', 'Mythology', 'Prehistoric', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Push Your Luck', 'Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",4063,7.58437,587,7951,157,481,3307,965,99,2.4242
World in Flames,1985,2,7,120,6000,12,"['Nautical', 'Wargame', 'World War II']","['Area Movement', 'Delayed Purchase', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Multiple Maps', 'Point to Point Movement', 'Simulation']",1426,7.62978,1700,2842,115,65,417,681,292,4.6438
Voyages,2021,1,100,20,30,0,"['Nautical', 'Print & Play']","['Dice Rolling', 'Multiple Maps', 'Paper-and-Pencil']",1389,7.48478,1672,3682,5,49,658,399,48,1.8125
The Castles of Burgundy: The Card Game,2016,1,4,30,60,12,['Card Game'],"['Hand Management', 'Open Drafting', 'Set Collection', 'Turn Order: Claim Action', 'Turn Order: Progressive']",6685,6.96478,974,13233,535,115,882,1516,150,2.58
Steam,2009,3,5,90,90,10,"['Economic', 'Trains', 'Transportation']","['Auction/Bidding', 'Loans', 'Network and Route Building', 'Ownership', 'Pick-up and Deliver', 'Tile Placement']",10108,7.56377,262,11068,393,389,2207,2324,694,3.4568
Babylonia,2019,2,4,60,60,14,"['Abstract Strategy', 'Ancient']","['Area Majority / Influence', 'Chaining', 'Hand Management', 'Network and Route Building', 'Tile Placement']",2393,7.67856,829,3200,54,409,1714,623,74,2.3919
Core Worlds,2011,2,5,60,120,10,"['Card Game', 'Civilization', 'Science Fiction', 'Space Exploration']","['Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting']",4246,7.15726,957,5281,229,305,1558,1265,260,2.8962
Undaunted: North Africa,2020,2,2,45,60,14,"['Wargame', 'World War II']","['Command Cards', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Open Drafting', 'Simulation']",3285,7.85329,529,10499,137,307,1804,657,67,2.2537
Paris Connection,2010,3,6,30,30,8,"['Economic', 'Trains']","['Chaining', 'Connections', 'Hexagon Grid', 'Hidden Victory Points', 'Market', 'Network and Route Building', 'Stock Holding']",3008,6.65555,1922,3516,195,104,384,907,154,1.8182
High Frontier 4 All,2020,1,5,30,240,14,"['Civilization', 'Economic', 'Exploration', 'Industry / Manufacturing', 'Science Fiction', 'Space Exploration']","['Auction/Bidding', 'Deck, Bag, and Pool Building', 'Hand Management', 'Negotiation', 'Network and Route Building', 'Pick-up and Deliver', 'Point to Point Movement', 'Resource to Move', 'Simulation', 'Variable Player Powers']",1462,8.44348,886,4724,57,195,1334,503,307,4.8176
Ora et Labora,2011,1,4,60,180,13,"['City Building', 'Economic', 'Industry / Manufacturing', 'Medieval', 'Religious', 'Territory Building']","['Increase Value of Unchosen Resources', 'Modular Board', 'Network and Route Building', 'Worker Placement', 'Worker Placement, Different Worker Types']",10758,7.68883,183,13753,258,961,3649,2008,670,3.8896
The Lord of the Rings: The Card Game – Revised Core Set,2022,1,4,30,90,14,"['Adventure', 'Card Game', 'Collectible Components', 'Fantasy', 'Novel-based']","['Automatic Resource Growth', 'Cooperative Game', 'Deck Construction', 'Events', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",1772,8.52221,657,4712,33,141,997,255,76,3.4605
Cryptid,2018,3,5,30,50,10,['Deduction'],"['Deduction', 'Hexagon Grid', 'Modular Board', 'Pattern Recognition']",13192,7.45866,285,18121,295,539,4192,1810,259,2.2317
ALIEN: Fate of the Nostromo,2021,1,5,45,60,10,"['Horror', 'Movies / TV / Radio theme']","['Action Points', 'Cooperative Game', 'Variable Player Powers']",1948,7.10404,1915,5293,96,112,1043,466,63,1.9524
Bitoku,2021,1,4,120,120,12,"['Fantasy', 'Mythology']","['Deck, Bag, and Pool Building', 'End Game Bonuses', 'Hand Management', 'Income', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Worker Placement with Dice Workers']",4881,7.88228,309,9579,100,344,3277,798,290,3.7276
Attika,2003,2,4,45,60,10,"['Ancient', 'City Building', 'Territory Building']","['Map Addition', 'Modular Board', 'Network and Route Building', 'Tile Placement']",6545,6.99087,956,6061,240,233,997,2231,818,2.368
Oathsworn: Into the Deepwood,2022,1,4,30,90,14,"['Adventure', 'Card Game', 'Dice', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures', 'Mythology', 'Puzzle']","['Action Points', 'Card Play Conflict Resolution', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Pattern Recognition', 'Push Your Luck', 'Role Playing', 'Storytelling', 'Variable Player Powers']",2636,9.0548,254,4897,28,408,3400,902,133,3.5414
Nautilion,2016,1,2,15,30,10,"['Dice', 'Fantasy', 'Nautical']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Roll / Spin and Move', 'Set Collection', 'Solo / Solitaire Game']",1573,7.22226,1793,3855,73,165,881,414,48,1.9167
Explorers,2021,1,4,20,20,8,"['Abstract Strategy', 'Exploration']","['End Game Bonuses', 'Line Drawing', 'Modular Board', 'Paper-and-Pencil', 'Pick-up and Deliver', 'Set Collection', 'Square Grid', 'Variable Set-up']",1363,7.20778,1965,2932,55,79,762,233,41,1.8537
Shadowrun: Crossfire,2014,1,4,30,60,13,"['Adventure', 'Card Game', 'Fantasy', 'Fighting', 'Science Fiction']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Legacy Game', 'Variable Player Powers']",3648,7.12175,1145,5844,244,295,2028,938,182,2.8242
Encyclopedia,2022,1,4,60,120,14,"['Animals', 'Exploration']","['Set Collection', 'Solo / Solitaire Game', 'Worker Placement with Dice Workers']",1856,7.49131,1343,4183,71,169,1436,434,98,3.051
Oath: Chronicles of Empire and Exile,2021,1,6,45,150,10,"['Economic', 'Fantasy', 'Negotiation', 'Political', 'Territory Building']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Negotiation', 'Scenario / Mission / Campaign Game', 'Storytelling', 'Variable Set-up']",6090,7.82862,306,14391,273,505,5975,1468,516,4.095
Jambo,2004,2,2,45,45,12,"['Card Game', 'Economic']","['Action Points', 'Contracts', 'Hand Management', 'Set Collection', 'Take That']",8262,6.9958,830,10325,343,357,1577,2604,814,2.0713
Villages of Valeria,2017,1,5,30,60,14,"['Card Game', 'City Building', 'Fantasy']","['Follow', 'Hand Management', 'Open Drafting']",3104,6.995,1396,5753,244,76,538,834,84,2.3214
Say Anything,2008,3,8,30,30,13,"['Humor', 'Party Game']","['Betting and Bluffing', 'Paper-and-Pencil', 'Player Judge']",6144,6.71216,1406,10394,342,109,1066,1505,264,1.0909
Edo,2012,2,4,60,60,12,"['Economic', 'Medieval']","['Action Queue', 'Hand Management', 'Point to Point Movement', 'Simultaneous Action Selection']",1714,7.05735,1851,2780,147,85,469,481,112,2.9643
Dungeon Fighter,2011,1,6,45,60,14,"['Action / Dexterity', 'Exploration', 'Fantasy', 'Fighting', 'Humor', 'Party Game']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Open Drafting', 'Point to Point Movement', 'Turn Order: Progressive', 'Variable Player Powers', 'Variable Set-up']",6647,6.81092,1234,9308,290,197,1410,1159,277,1.7581
Smash Up,2012,2,4,45,45,12,"['Card Game', 'Fantasy', 'Humor', 'Pirates', 'Science Fiction', 'Zombies']","['Area Majority / Influence', 'Card Play Conflict Resolution', 'Deck Construction', 'Hand Management', 'Kill Steal', 'Open Drafting', 'Take That', 'Variable Player Powers', 'Variable Set-up']",26686,6.70988,1099,44362,1508,224,2397,4486,965,2.0653
D-Day at Omaha Beach,2009,1,2,120,480,12,"['Wargame', 'World War II']","['Cooperative Game', 'Hexagon Grid', 'Secret Unit Deployment', 'Simulation', 'Solo / Solitaire Game']",1813,8.28847,709,4351,64,337,1744,696,214,3.4673
Biblios,2007,2,4,30,30,10,"['Card Game', 'Medieval', 'Religious']","['Auction/Bidding', 'Auction: Turn Order Until Pass', 'Closed Drafting', 'Commodity Speculation', 'Hand Management', 'Set Collection']",17276,7.19825,436,21536,431,688,3731,4102,790,1.6835
Porta Nigra,2015,2,4,75,120,12,"['Ancient', 'City Building']","['Area Majority / Influence', 'Area Movement', 'Open Drafting', 'Rondel', 'Set Collection']",2283,7.17495,1384,4214,254,107,550,560,106,2.9906
The Witcher: Old World,2023,1,5,90,150,14,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Novel-based', 'Travel', 'Video Game Theme']","['Card Play Conflict Resolution', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Events', 'Hand Management', 'Increase Value of Unchosen Resources', 'Narrative Choice / Paragraph', 'Open Drafting', 'Pick-up and Deliver', 'Point to Point Movement', 'Race', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",2837,8.17103,711,6540,48,199,2496,835,186,2.8817
CoraQuest,2022,1,4,45,60,6,"['Adventure', ""Children's Game"", 'Exploration', 'Fantasy', 'Print & Play']","['Cooperative Game', 'Dice Rolling', 'Line of Sight', 'Modular Board', 'Square Grid', 'Variable Player Powers']",952,8.02982,1865,2495,20,87,726,317,30,2.0333
Targi,2012,2,2,60,60,12,"['Arabian', 'Card Game']","['End Game Bonuses', 'Modular Board', 'Open Drafting', 'Set Collection', 'Square Grid', 'Turn Order: Progressive', 'Worker Placement']",22009,7.62079,135,35061,352,844,5759,3566,641,2.3417
Tiny Epic Zombies,2018,1,5,30,45,14,"['Horror', 'Zombies']","['Area Majority / Influence', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Pick-up and Deliver', 'Push Your Luck', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Team-Based Game', 'Variable Player Powers']",5145,6.96907,1201,15372,318,90,1072,1135,96,2.4792
Star Realms: Colony Wars,2015,2,2,20,20,12,"['Card Game', 'Fighting', 'Science Fiction']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Take That']",7829,7.80929,204,17532,178,107,837,1093,136,1.8971
Castles of Mad King Ludwig: Collector's Edition,2022,1,5,60,90,13,"['Post-Napoleonic', 'Puzzle']","['Auction/Bidding', 'Auction: Dutch', 'End Game Bonuses', 'Hidden Victory Points', 'I Cut, You Choose', 'Increase Value of Unchosen Resources', 'Pattern Building', 'Set Collection', 'Tile Placement']",1020,8.39832,1246,3520,16,106,535,311,14,2.5714
The Russian Campaign,1974,2,2,360,360,12,"['Wargame', 'World War II']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Multiple Maps', 'Ratio / Combat Results Table', 'Scenario / Mission / Campaign Game', 'Simulation', 'Sudden Death Ending', 'Zone of Control']",1526,7.33776,1782,3207,110,40,231,736,183,2.847
Flash Point: Fire Rescue,2011,2,6,45,45,10,['Adventure'],"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Pick-up and Deliver', 'Simulation', 'Solo / Solitaire Game', 'Square Grid', 'Variable Player Powers']",23667,7.16611,442,37542,997,490,4350,4604,945,2.1979
Gizmos,2018,2,4,40,50,14,"['Card Game', 'Science Fiction']","['Action Queue', 'Contracts', 'Open Drafting']",11657,7.39087,366,15190,222,518,3339,1631,212,2.0094
Captain Sonar,2016,2,8,45,60,14,"['Deduction', 'Fighting', 'Nautical', 'Real-time']","['Grid Movement', 'Hidden Movement', 'Line Drawing', 'Real-Time', 'Role Playing', 'Secret Unit Deployment', 'Simulation', 'Team-Based Game']",20343,7.52381,196,28391,590,613,6656,3398,348,2.181
The 7th Continent: Classic Edition,2019,1,4,5,1000,14,"['Adventure', 'Card Game', 'Exploration', 'Science Fiction']","['Cooperative Game', 'Grid Movement', 'Hand Management', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Storytelling', 'Variable Player Powers']",1419,7.61884,1473,3506,105,62,432,273,47,3.2128
Risk: Star Wars Edition,2015,2,4,30,45,10,"['Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Variable Player Powers']",4187,7.00355,1171,9699,312,72,559,1152,142,1.8521
Clash of Cultures,2012,2,4,180,240,14,"['Ancient', 'City Building', 'Civilization', 'Economic', 'Exploration', 'Territory Building']","['Action Points', 'Area Majority / Influence', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Tech Trees / Tech Tracks', 'Trading']",5699,7.57945,423,6347,293,389,2369,1399,363,3.5978
The Manhattan Project,2012,2,5,120,120,13,"['Aviation / Flight', 'Economic', 'Industry / Manufacturing', 'World War II']","['Action Retrieval', 'Closed Drafting', 'Race', 'Take That', 'Worker Placement', 'Worker Placement, Different Worker Types']",9796,7.33145,441,12334,438,481,2558,1962,488,2.959
Amerigo,2013,2,4,90,90,10,"['Nautical', 'Renaissance']","['Action Points', 'Cube Tower', 'Grid Movement', 'Modular Board', 'Tile Placement']",6089,7.44369,468,7721,226,332,1454,1382,336,2.9821
The Scepter of Zavandor,2004,2,6,90,90,10,"['Economic', 'Fantasy']","['Auction/Bidding', 'Set Collection', 'Variable Player Powers']",2547,6.96556,1586,2689,150,115,445,950,350,3.5086
Three Sisters,2022,1,4,30,60,14,"['Dice', 'Farming']","['Dice Rolling', 'Paper-and-Pencil', 'Rondel', 'Solo / Solitaire Game']",2740,7.61187,815,6603,62,216,1559,562,70,2.7
