Name,Year,min_players,max_players,min_playtime,max_playtime,min_age,category,mechanic,userrated,avg_rate,rank,owned,trading,wanting,wishing,num_comments,num_weights,avg_weight,Description
Merchants Cove,2021,1,4,60,90,14,"['Economic', 'Fantasy', 'Nautical']","['Commodity Speculation', 'Dice Rolling', 'Rondel', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Time Track', 'Variable Player Powers', 'Worker Placement']",3083,7.51652,856,6999,101,343,2964,724,98,2.7347,welcom ashor merchant cove high asymmetr eurogam player assum role differ fantasi merchant uniqu shop merchant contend sell good arriv adventur cove ’ piers—th famous market five realm player use set rolespecif compon gameplay mechan produc good increas shop ’ effici and—most importantly—get rich though merchant work independ special shop compet attract custom influenc demand good secur sponsorship four faction hall get edg merchant employ local townsfolk work shop staff dare cut corner gain leverag corrupt lair rogues—but cost three day sell market wealthiest merchant shall declar winner —descript publish
Draftosaurus,2019,2,5,15,15,8,"['Animals', 'Prehistoric', 'Science Fiction']","['Closed Drafting', 'Dice Rolling', 'Set Collection', 'Simultaneous Action Selection']",12393,7.1149,601,19850,156,325,2361,1719,264,1.2538,goal draftosaurus dino park like attract visitor draft dino meepl place pen placement restrict turn one player roll die add constraint pen player add dinosaur draftosaurus quick light draft game dont hand card pass around select one bunch dino meepl palm hand
Mysterium Park,2020,2,6,30,45,10,"['Deduction', 'Murder/Mystery', 'Party Game']","['Communication Limits', 'Cooperative Game', 'Pattern Recognition', 'Roles with Asymmetric Information', 'Storytelling']",3710,7.10536,1155,9782,151,127,1386,616,66,1.4697,welcom mysterium park cotton candi circus dark secret park ’ former director disappear investig came noth sinc night weird thing happen fairground psychic ’ convinc ghost haunt carniv ’ intent give chanc reveal truth cooper standalon game ghost send vision illustr card psychic tri interpret order rule certain suspect locat ’ seiz chanc piec togeth happen director six night carniv leav town open mind find truth set light 1950s us fairground mysterium park share core mechan famous awardwin game reimplement though bring differ approach smaller faster thank quick setup simplifi rule mysterium mileston immers eyecatch experi close roleplay mysterium park enjoy heart condens way — descript publish
Tide of Iron,2007,2,4,120,120,12,"['Miniatures', 'Wargame', 'World War II']","['Action Points', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Team-Based Game']",3840,7.19972,1105,6229,381,158,926,1214,572,3.4563,tide iron releas fantasi flight game 2007 tide iron next wave releas licens 1a game 2014 even though tide iron next wave essenti second edit tide iron thing bit confus bgg sinc two game separ board game link inform newer 2014 version tide iron next wave click tide iron game world war ii tactic conflict two four player compon base game allow player simul dramat struggl took place american german forc northern europ year 1944 1945 tide iron scenariobas game avail forc object map victori condit set given scenario featur load plastic figur includ soldier equip heavi weapon combat vehicl card dice cardboard marker modular game board repres customiz terrain scenariobas wargam twelv doublesid map tile plus dozen includ terrain hex allow limitless potenti combin scenario enhanc special rule object marker troop allot variat limit factor imagin
A Game of Thrones,2003,3,5,180,180,12,"['Bluffing', 'Fantasy', 'Negotiation', 'Novel-based', 'Political', 'Wargame']","['Area Movement', 'Auction/Bidding', 'Events', 'Hand Management', 'Memory', 'Order Counters', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']",10512,7.17588,627,10201,585,185,1105,2692,1156,3.4507,descript publish war chao engulf land westero great hous vy control iron throne use old tool intrigu war yet war westero rage grave danger gather cold north ancient enemi gain momentum distant east game throne board game player take control one great hous westero via resourc manag diplomaci cun seek win domin land player must give order armi control import charact gather resourc come winter surviv onslaught enemi uniqu phase mechan battl resolut special order system make engag game player activ involv time reimplement game throne board game second edit 2011
Specter Ops,2015,2,5,60,120,9,"['Deduction', 'Fighting', 'Miniatures', 'Science Fiction', 'Spies/Secret Agents']","['Dice Rolling', 'Grid Movement', 'Hidden Movement', 'Movement Points', 'Once-Per-Game Abilities', 'Secret Unit Deployment', 'Square Grid', 'Team-Based Game', 'Variable Player Powers']",6326,7.18383,725,9597,358,335,2584,1209,176,2.392,secret agent ark infiltr top secret raxxon facil attempt complet three mission object escap — hunt genet modifi raxxon hunter player choos side wish join specter op scifi stealth op game hidden movement that similar scotland yard player tri locatecaptur mysteri agent keep track sneak via privat map player take control uniqu charact must use wit abil technolog help hunt infiltr item like flash grenad scanner like dispos covert agent
The Hanging Gardens,2008,2,4,45,45,8,['Ancient'],"['Layering', 'Melding and Splaying', 'Set Collection', 'Tile Placement']",2309,6.78678,1962,1928,46,188,650,720,234,1.9402,hang garden one seven wonder ancient world actual exist noth remain report splendor garden built eye queen amyiti hang garden player landscap architect attempt reestablish beauti splendor origin hang garden sinc exact refer follow player creat design accord tast game player acquir build card place play area card follow card magnific build sparkl fountain exot plant player work rebuild legendari garden game end queen reward victori palm player whose work garden impress high
Age of Renaissance,1996,3,6,120,300,12,"['Civilization', 'Economic', 'Medieval', 'Renaissance']","['Area Movement', 'Auction/Bidding', 'Simulation']",2198,7.09263,1659,2937,134,140,418,816,273,3.8535,game often describ semisequel civil player attempt build cultur middl age renaiss period game featur card deck hold event payout card famous leader particular era although card turn somewher game time posit play crucial ensur differ game everi time main goal cityst gain point form technic advanc keep cultur miseri level low possibl payout structur similar civil advanc civil resourc type yield increas higher payout time particular payout trigger card play everi player ingeni smooth work “ combat ” system implement determin provinc – thus resourc control
Russian Railroads,2013,2,4,120,120,13,"['Industry / Manufacturing', 'Trains']","['End Game Bonuses', 'Tech Trees / Tech Tracks', 'Turn Order: Claim Action', 'Worker Placement']",17497,7.73959,110,15985,272,838,3866,2618,836,3.4043,russian railroad player compet excit race build largest advanc railway network order player appoint worker various import task develop simpl track quick bring player import place modern railway network improv effici machineri newer locomot cover greater distanc factori churn improv technolog engin use effect extra boost empir need race past competit mani path victori ride futur full steam ahead run rail whose empir overcom challeng ahead emerg victori game summari player board space factori 3 rail track 3 differ citi track use track token mark progress rail differ color marker type rail interest twist differ track type must built specif order black gray brown natur white later track may never advanc track earlier track track track head advanc cross sever threshold provid award abil start new color track victori point bonus tile etc track line one two first rail engin associ size loco determin far track actual score vp central board almost locat place worker locat requir 13 worker one player play togeth player start game 5 worker 6 worker 23 player game take turn use locat provid varieti abil exampl advanc 1 track head 13 space acquir engin factori engin alloc rail line factori revers side tile place factori line earn 2 coin take 2 temporari worker jump ahead turn order acquir engin uniqu power becom workerplac locat round end player pass placingus worker score vp track factori line track line space far track loco level score track type score vp everi space track head back next color track start track type built earlier eg black score lessspac later track eg white factori line posit purpl industri marker show mani vp score 7 round 6 round 23 player game game end vp win
Trekking Through History,2022,2,4,30,60,10,['Adventure'],"['Open Drafting', 'Set Collection', 'Turn Order: Time Track']",2262,7.76824,835,4992,42,292,2193,433,61,1.7705,design trekk histori gamer nongam play togeth goal make game invit nongam littl subtleti hood gamer game go threeday tour human histori travel thousand year time machin experi great moment past game take place three round repres one day trip day visit seri histor event spend differ number hour turn choos visit one histor event spend certain number hour yield benefit like check item itinerari point earn time crystal bend spacetim continuum futur turn along way ’ also score point visit histor event chronolog order player point three round win —descript publish
